FileName,Min,Max,Sum,Mean
epic_1b_20231225005515.csv,0,255,1.46839e+06,2.48954
epic_1b_20231225024318.csv,0,255,1.52477e+06,2.58513
epic_1b_20231225043120.csv,0,255,1.17918e+06,1.99921
epic_1b_20231225061923.csv,0,254,1.4687e+06,2.49007
epic_1b_20231225080725.csv,0,255,1.51549e+06,2.56939
epic_1b_20231225095527.csv,0,255,1.5991e+06,2.71115
