513, -89, 512, 768
513, -89, 512, 768
514, -100, 512, 768
514, -90, 512, 768
515, -91, 512, 768
494, -158, 512, 768
514, -90, 512, 768
514, -90, 512, 768
514, -91, 512, 768
513, -94, 512, 768
515, -86, 512, 768
513, -89, 512, 768
495, -156, 512, 768
514, -90, 512, 768
515, -87, 512, 768
508, -121, 512, 768
526, -101, 512, 768
513, -91, 512, 768
515, -89, 512, 768
503, -136, 512, 768
514, -91, 512, 768
495, -154, 512, 768
515, -86, 512, 768
495, -154, 512, 768
514, -90, 512, 768
496, -157, 512, 768
515, -86, 512, 768
617, 159, 512, 768
514, -90, 512, 768
514, -91, 512, 768
514, -90, 512, 768
513, -88, 512, 768
515, -90, 512, 768
513, -89, 512, 768
515, -87, 512, 768
514, -90, 512, 768
513, -91, 512, 768
513, -90, 512, 768
513, -91, 512, 768
496, -156, 512, 768
516, -88, 512, 768
514, -90, 512, 768
512, -97, 512, 768
515, -86, 512, 768
515, -86, 512, 768
515, -87, 512, 768
498, -149, 512, 768
514, -90, 512, 768
515, -86, 512, 768
514, -91, 512, 768
516, -87, 512, 768
514, -92, 512, 768
510, -113, 512, 768
515, -87, 512, 768
515, -86, 512, 768
497, -154, 512, 768
514, -85, 512, 768
514, -87, 512, 768
499, -147, 512, 768
514, -86, 512, 768
514, -91, 512, 768
518, -95, 512, 768
514, -90, 512, 768
513, -88, 512, 768
515, -87, 512, 768
514, -98, 512, 768
514, -87, 512, 768
515, -86, 512, 768
514, -87, 512, 768
500, -149, 512, 768
508, -110, 512, 768
501, -134, 512, 768
511, -193, 512, 768
516, -88, 512, 768
509, -121, 512, 768
497, -142, 512, 768
514, -172, 512, 768
514, -120, 512, 768
510, -171, 512, 768
513, -177, 512, 768
515, -88, 512, 768
501, -136, 512, 768
515, -89, 512, 768
509, -121, 512, 768
514, -88, 512, 768
511, -100, 512, 768
505, -129, 512, 768
517, -91, 512, 768
510, -100, 512, 768
506, -142, 512, 768
515, -87, 512, 768
502, -145, 512, 768
515, -85, 512, 768
511, -101, 512, 768
517, -111, 512, 768
518, -153, 512, 768
517, -87, 512, 768
512, -99, 512, 768
510, -130, 512, 768
518, -89, 512, 768
516, -106, 512, 768
509, -128, 512, 768
517, -88, 512, 768
512, -93, 512, 768
515, -108, 512, 768
526, -152, 512, 768
517, -88, 512, 768
514, -98, 512, 768
513, -115, 512, 768
521, -147, 512, 768
517, -88, 512, 768
512, -100, 512, 768
514, -106, 512, 768
523, -145, 512, 768
515, -86, 512, 768
513, -97, 512, 768
516, -104, 512, 768
513, -136, 512, 768
517, -88, 512, 768
512, -100, 512, 768
524, -152, 512, 768
517, -89, 512, 768
514, -104, 512, 768
526, -156, 512, 768
516, -88, 512, 768
512, -105, 512, 768
518, -136, 512, 768
512, -172, 512, 768
517, -89, 512, 768
514, -99, 512, 768
511, -136, 512, 768
518, -88, 512, 768
515, -97, 512, 768
513, -149, 512, 768
517, -92, 512, 768
518, -100, 512, 768
512, -154, 512, 768
517, -89, 512, 768
515, -101, 512, 768
509, -148, 512, 768
518, -91, 512, 768
520, -90, 512, 768
513, -157, 512, 768
520, -172, 512, 768
519, -90, 512, 768
520, -93, 512, 768
514, -101, 512, 768
519, -162, 512, 768
520, -91, 512, 768
517, -96, 512, 768
520, -89, 512, 768
519, -134, 512, 768
523, -88, 512, 768
510, -150, 512, 768
520, -94, 512, 768
522, -100, 512, 768
522, -90, 512, 768
521, -104, 512, 768
522, -137, 512, 768
522, -90, 512, 768
524, -95, 512, 768
522, -91, 512, 768
516, -183, 512, 768
521, -87, 512, 768
521, -102, 512, 768
519, -135, 512, 768
522, -88, 512, 768
523, -91, 512, 768
520, -93, 512, 768
523, -101, 512, 768
522, -185, 512, 768
522, -91, 512, 768
525, -93, 512, 768
523, -94, 512, 768
518, -102, 512, 768
519, -172, 512, 768
524, -100, 512, 768
510, -149, 512, 768
522, -96, 512, 768
518, -154, 512, 768
524, -92, 512, 768
524, -96, 512, 768
518, -158, 512, 768
523, -87, 512, 768
527, -97, 512, 768
523, -139, 512, 768
525, -92, 512, 768
524, -158, 512, 768
527, -95, 512, 768
521, -161, 512, 768
525, -91, 512, 768
528, -89, 512, 768
517, -193, 512, 768
530, -94, 512, 768
520, -214, 512, 768
529, -93, 512, 768
527, -163, 512, 768
528, -90, 512, 768
525, -154, 512, 768
527, -90, 512, 768
530, -95, 512, 768
530, -96, 512, 768
486, -291, 512, 768
532, -98, 512, 768
530, -89, 512, 768
532, -89, 512, 768
528, -167, 512, 768
533, -99, 512, 768
533, -184, 512, 768
531, -90, 512, 768
533, -96, 512, 768
530, -88, 512, 768
536, -98, 512, 768
533, -88, 512, 768
536, -96, 512, 768
533, -90, 512, 768
532, -102, 512, 768
534, -91, 512, 768
538, -100, 512, 768
534, -91, 512, 768
536, -102, 512, 768
536, -94, 512, 768
537, -102, 512, 768
535, -89, 512, 768
538, -99, 512, 768
537, -110, 512, 768
539, -89, 512, 768
538, -96, 512, 768
545, -105, 512, 768
538, -91, 512, 768
538, -104, 512, 768
541, -108, 512, 768
539, -93, 512, 768
539, -100, 512, 768
540, -105, 512, 768
539, -93, 512, 768
541, -104, 512, 768
545, -107, 512, 768
541, -91, 512, 768
542, -99, 512, 768
543, -112, 512, 768
541, -91, 512, 768
540, -103, 512, 768
543, -109, 512, 768
538, -149, 512, 768
540, -91, 512, 768
540, -100, 512, 768
545, -100, 512, 768
542, -145, 512, 768
539, -91, 512, 768
542, -94, 512, 768
542, -101, 512, 768
545, -100, 512, 768
541, -91, 512, 768
542, -103, 512, 768
545, -103, 512, 768
542, -97, 512, 768
544, -104, 512, 768
543, -92, 512, 768
545, -97, 512, 768
550, -101, 512, 768
548, -142, 512, 768
540, -93, 512, 768
544, -106, 512, 768
541, -101, 512, 768
543, -105, 512, 768
542, -88, 512, 768
545, -104, 512, 768
542, -91, 512, 768
543, -106, 512, 768
544, -92, 512, 768
543, -107, 512, 768
542, -90, 512, 768
542, -111, 512, 768
544, -118, 512, 768
541, -109, 512, 768
548, -113, 512, 768
546, -117, 512, 768
543, -91, 512, 768
546, -111, 512, 768
544, -124, 512, 768
542, -90, 512, 768
545, -106, 512, 768
546, -111, 512, 768
544, -93, 512, 768
543, -105, 512, 768
543, -115, 512, 768
549, -124, 512, 768
543, -97, 512, 768
